PT_NM,WMYR,WMOD,WMWK,ITEM_PH,ITEM_BOD,ITEM_COD,ITEM_TOC,ITEM_SS,ITEM_DOC,ITEM_TP,ITEM_TCOLI,ITEM_ECOLI,drink
고막원천,2019,3,4회차,7.7,2.1,3.8,2.4,,12.7,,,,0
무안천,2019,3,2회차,7.0,5.7,12.1,9.3,,11.1,,,,0
율천,2019,3,4회차,6.9,1.8,3.0,2.0,,10.9,,,,1
충주댐,2019,3,3회차,8.3,1.5,2.0,1.9,,12.6,,,,1
충주댐1,2019,3,11,8.6,2.4,2.4,1.3,,12.5,,,,0
충주댐1,2019,3,33,8.4,1.5,2.1,2.0,,12.5,,,,1
도곡,2019,3,1회차,8.1,1.1,3.9,2.0,,12.5,,,,1
소양강댐1,2019,8,11,8.0,0.3,2.0,1.5,,8.8,,,,1
안망천,2019,8,1회차,7.2,0.8,3.3,2.7,,6.2,,,,1
안망천,2019,8,2회차,7.1,0.5,4.7,3.8,,7.2,,,,1
봉곡천,2019,8,2회차,7.5,1.7,6.8,5.7,,8.7,,,,1
자호천,2019,8,1회차,8.1,0.8,5.1,4.1,,9.4,,,,1
미호천5A,2019,8,3회차,8.3,4.8,9.8,6.3,,15.1,,,,0
함평(영본D),2019,8,4회차,7.2,3.0,7.0,6.8,,7.2,,,,0
미호천2,2019,3,1회차,8.1,2.7,5.7,3.3,,13.7,,,,0
공주2,2019,3,3회차,8.5,3.5,7.9,5.1,,13.4,,,,0
부여1,2019,3,4회차,8.8,3.4,7.2,3.6,,15.2,,,,0
삽교천3,2019,3,1회차,8.8,5.4,8.4,4.1,,9.4,,,,0
대호3,2019,3,11,8.5,5.5,9.7,6.2,,14.8,,,,0
부남호2,2019,3,1회차,8.8,4.0,21.5,9.6,,8.5,,,,0
청원-1,2020,2,4회차,7.8,2.0,6.8,3.6,,13.2,,,,1
미호천3,2020,2,4회차,7.9,2.1,6.7,3.3,,13.2,,,,0
남강4-1,2020,2,1회차,7.3,1.6,3.7,2.5,,12.4,,,,1
삼랑진A,2020,2,3회차,8.1,2.3,5.1,4.6,,11.5,,,,0
밀양강A,2020,2,1회차,7.8,0.5,2.9,1.7,,14.7,,,,1
병천천A,2020,2,3회차,7.6,2.1,5.1,2.5,,15.4,,,,0
용두천,2020,2,2회차,7.7,2.5,5.4,3.1,,13.4,,,,0
연기,2020,2,2회차,7.6,3.4,7.7,4.2,,12.9,,,,0
금강,2020,2,2회차,7.5,1.5,6.1,3.6,,13.3,,,,1
유구천,2020,2,2회차,7.7,0.4,3.2,1.2,,11.3,,,,1
목면,2020,2,3회차,7.8,1.8,6.8,2.7,,13.6,,,,1
김제,2020,2,3회차,7.7,5.9,9.5,4.3,,12.4,,,,0
정읍천4,2020,2,1회차,7.6,2.0,6.5,5.2,,13.8,,,,1
정읍천4,2020,2,3회차,7.5,2.2,7.4,3.9,,13.0,,,,0
원평천3,2020,2,4회차,7.4,8.6,17.5,8.7,,9.8,,,,0
C남천,2020,2,1회차,8.8,0.9,3.1,1.7,,13.6,,,,0
C남천,2020,2,2회차,7.3,0.9,3.6,1.7,,11.3,,,,1
거창위천2,2020,2,1회차,7.7,0.5,3.4,1.8,,12.3,,,,1
삼랑진,2020,2,1회차,8.2,2.1,6.6,2.6,,13.7,,,,0
C광려천,2020,2,1회차,7.9,0.7,4.0,2.4,,13.1,,,,1
C광려천,2020,2,2회차,7.4,1.1,4.4,2.3,,12.1,,,,1
C여천천,2020,2,2회차,7.9,1.3,3.6,2.5,,9.3,,,,1
구량천,2020,2,4회차,7.6,0.5,3.2,1.4,,13.3,,,,1
무한천1,2020,2,1회차,7.8,1.9,3.3,1.9,,12.7,,,,1
대천천,2020,2,1회차,6.1,4.0,4.3,2.0,,12.6,,,,0
무안2,2020,2,2회차,7.8,1.7,7.3,5.0,,12.8,,,,1
무안2,2020,2,4회차,7.4,1.3,6.7,5.0,,11.2,,,,1
지석천4,2020,2,4회차,7.7,2.1,5.7,3.9,,14.3,,,,0
나주,2020,2,1회차,7.2,5.9,9.3,6.6,,8.9,,,,0
상주1,2020,2,3회차,8.3,0.6,4.0,,,12.3,,,,1
산곡,2020,2,2회차,8.8,1.9,5.2,2.2,,14.4,,,,0
달성,2020,2,3회차,7.8,2.9,6.2,,,15.1,,,,0
고령,2020,2,3회차,7.9,3.0,7.6,3.3,,14.2,,,,0
함평(영본D),2020,2,1회차,8.4,5.6,10.3,7.6,,14.7,,,,0
동복천1,2020,2,3회차,7.6,0.7,2.9,2.5,,12.4,,,,1
탐진강3,2020,2,3회차,7.9,1.1,3.5,3.1,,14.0,,,,1
신천3,2020,2,3회차,7.8,5.8,11.5,6.5,,15.3,,,,0
달천3A,2020,2,3회차,8.7,0.9,2.5,1.5,,14.7,,,,0
경안천5A,2020,2,1회차,7.9,2.0,4.8,2.8,,14.6,,,,1
옥택천,2020,2,2회차,7.8,1.1,4.5,2.5,,13.7,,,,1
동복천,2020,2,1회차,7.0,0.7,2.2,0.8,,13.9,,,,1
남천,2020,2,2회차,6.7,0.8,3.2,1.5,,12.4,,,,1
금강천-1,2020,2,2회차,6.6,1.3,4.2,2.2,,11.4,,,,1
용산천,2020,2,1회차,6.8,0.7,2.7,1.1,,13.4,,,,1
풍영정천-1,2020,2,1회차,7.4,1.6,4.8,2.1,,13.2,,,,1
고막원천,2020,2,2회차,7.3,1.5,3.4,1.6,,13.0,,,,1
삼포천1,2020,2,1회차,7.0,3.0,8.0,4.4,,12.1,,,,0
북하천,2020,2,1회차,7.1,0.3,1.3,0.4,,13.2,,,,1
율천,2020,2,1회차,7.8,0.7,3.0,1.2,,14.3,,,,1
C봉암동수로,2020,2,1회차,7.5,9.5,10.6,8.3,,8.3,,,,0
거창동천2,2020,2,1회차,7.7,0.9,5.0,2.4,,12.1,,,,1
거창위천1,2020,2,1회차,7.7,0.5,2.8,1.6,,12.2,,,,1
남지,2020,2,3회차,8.6,2.5,6.0,2.9,,13.2,,,,0
남지,2020,2,4회차,8.0,2.2,5.4,2.8,,12.9,,,,0
하남,2020,2,2회차,8.7,2.3,6.8,2.9,,14.5,,,,0
학성,2020,2,3회차,8.4,3.5,4.3,2.1,,11.6,,,,0
"광산(영본B, 용봉)",2020,2,2회차,7.3,5.5,8.5,6.9,,12.1,,,,0
함평(영본D),2020,2,2회차,8.7,5.2,13.0,8.3,,16.1,,,,0
무안2,2020,2,3회차,7.8,1.9,7.0,4.7,,13.8,,,,1
악양,2020,2,3회차,8.0,0.6,3.3,2.8,,11.3,,,,1
용담,2020,2,1회차,7.5,0.6,4.1,2.1,,13.7,,,,1
용담,2020,2,4회차,7.4,0.7,4.1,1.7,,14.3,,,,1
무주남대천-2,2020,2,3회차,7.8,0.8,2.9,1.5,,14.3,,,,1
부리,2020,2,4회차,7.7,1.0,4.0,2.0,,12.6,,,,1
제원A,2020,2,4회차,7.5,1.1,4.5,2.1,,12.1,,,,1
금상천,2020,2,4회차,7.5,0.5,4.5,2.6,,13.0,,,,1
이원,2020,2,3회차,7.9,1.0,4.0,1.8,,12.9,,,,1
보청천3,2020,2,4회차,7.6,1.2,4.8,1.7,,12.7,,,,1
추풍천,2020,2,1회차,7.5,0.8,2.4,1.2,,15.5,,,,1
대청댐1,2020,2,11,7.3,0.5,4.7,2.4,,10.5,,,,1
대청댐1,2020,2,23,7.5,0.5,4.5,2.3,,11.3,,,,1
유등천A,2020,2,3회차,8.1,0.9,2.5,1.0,,14.4,,,,1
한천,2020,2,1회차,7.7,2.5,5.1,2.7,,11.5,,,,0
성암천,2020,2,2회차,8.0,2.6,4.9,2.7,,13.8,,,,0
용두천,2020,2,1회차,7.8,1.7,4.5,2.6,,13.1,,,,1
용두천,2020,2,3회차,7.7,2.0,5.0,3.1,,16.0,,,,1
밀양강3,2020,2,1회차,7.6,1.4,3.2,2.3,,12.6,,,,1
금곡,2020,2,1회차,8.7,2.6,5.9,4.5,,15.1,,,,0
금곡,2020,2,3회차,8.1,2.6,5.4,5.2,,12.6,,,,0
골포천,2020,2,2회차,7.6,0.9,1.8,1.3,,13.4,,,,1
용계천,2020,2,2회차,8.1,0.6,3.0,2.2,,13.6,,,,1
석관천,2020,2,2회차,7.5,1.3,3.3,2.3,,11.8,,,,1
항건천,2020,2,1회차,8.0,0.2,2.2,1.0,,13.9,,,,1
C상남리수로-2,2020,2,1회차,7.6,0.9,3.5,2.3,,9.0,,,,1
C상남리수로-2,2020,2,2회차,7.4,0.4,2.5,2.0,,8.9,,,,1
C산암리수로,2020,2,2회차,7.6,3.5,9.2,6.0,,9.2,,,,0
가막,2020,2,4회차,7.7,1.3,4.2,2.0,,14.3,,,,1
정자천,2020,2,2회차,8.0,0.5,2.0,1.1,,14.1,,,,1
무주남대천-2,2020,2,1회차,7.9,0.8,3.0,1.4,,15.6,,,,1
제원A,2020,2,3회차,7.9,1.1,3.8,2.3,,13.0,,,,1
보청천3,2020,2,2회차,7.8,0.5,3.0,1.5,,14.5,,,,1
상곡천,2020,2,1회차,7.5,0.4,2.2,1.0,,14.7,,,,1
상곡천,2020,2,2회차,7.5,0.4,1.9,1.1,,13.3,,,,1
추풍천,2020,2,3회차,7.6,0.7,2.4,1.4,,14.5,,,,1
대청댐1,2020,2,25,7.4,0.5,4.5,2.4,,11.2,,,,1
대청댐1,2020,2,35,7.5,0.6,4.5,3.9,,11.1,,,,1
유등천A,2020,2,1회차,7.9,0.6,2.4,1.4,,14.6,,,,1
백천,2020,2,4회차,8.1,1.3,3.6,2.1,,13.1,,,,1
한천,2020,2,3회차,7.7,3.2,4.8,3.2,,12.5,,,,0
김제,2019,8,2회차,7.6,3.3,9.1,6.2,,7.6,,,,0
문평천,2019,8,2회차,6.7,1.5,5.2,4.9,,8.8,,,,1
위천6,2019,8,2회차,7.8,1.7,7.0,5.4,,8.0,,,,1
감천1A,2019,8,1회차,7.8,0.5,3.6,2.8,,8.0,,,,1
금호강1A,2019,8,1회차,8.6,1.2,6.0,4.6,,9.7,,,,0
금호강2A,2019,8,2회차,8.1,1.2,6.4,5.2,,7.8,,,,1
대암-1,2019,8,2회차,7.8,2.1,7.4,5.6,,8.9,,,,0
황강5,2019,8,2회차,8.4,0.6,3.1,2.1,,9.4,,,,1
경호강2,2019,8,2회차,8.8,1.0,4.4,3.0,,8.4,,,,0
옴천천-1,2019,8,1회차,6.7,0.9,4.2,2.7,,7.7,,,,1
청미천1-1,2019,8,2회차,8.0,5.4,10.0,5.7,,8.2,,,,0
학의천,2019,8,4회차,7.7,1.1,4.2,1.7,,7.8,,,,1
C광려천,2019,8,2회차,7.7,1.6,7.8,4.4,,6.4,,,,1
정선1,2019,8,1회차,8.3,1.0,3.7,3.4,,9.0,,,,1
충주댐,2019,8,1회차,8.3,0.8,1.4,2.1,,6.8,,,,1
석곡천,2019,8,1회차,6.6,0.8,3.5,3.4,,6.3,,,,1
석곡천,2019,8,4회차,6.7,0.7,4.6,4.0,,7.0,,,,1
풍영정천,2019,8,3회차,7.8,1.9,5.7,5.4,,12.3,,,,1
오수천-1,2019,8,3회차,6.9,1.1,6.6,4.2,,9.2,,,,1
후곡천,2019,8,4회차,6.8,0.6,6.0,4.0,,13.7,,,,1
팔당댐1,2019,8,21,7.6,0.9,5.0,2.6,,7.8,,,,1
팔당댐1,2019,8,41,7.5,2.1,5.1,2.8,,9.8,,,,0
팔당댐2,2019,8,21,8.3,2.1,5.3,2.9,,10.0,,,,0
팔당댐2,2019,8,22,7.6,1.9,5.2,2.8,,8.4,,,,1
탄천1-1,2019,8,1회차,8.1,1.3,5.7,3.7,,8.3,,,,1
주암댐1,2019,8,21,9.1,2.0,4.9,3.6,,7.7,,,,0
창릉천1,2019,8,1회차,7.2,0.4,4.4,1.8,,5.9,,,,1
정릉천,2019,8,1회차,7.4,0.3,2.2,2.0,,6.7,,,,1
도림천,2019,8,1회차,7.7,0.7,2.6,2.1,,7.5,,,,1
공촌천,2019,8,1회차,8.5,1.6,6.0,2.5,,9.6,,,,1
굴포천1-1,2019,8,2회차,7.9,3.0,10.1,4.8,,3.8,,,,0
반변천1A,2019,9,2회차,8.4,0.6,4.0,2.6,,9.8,,,,1
계양천,2019,8,2회차,7.7,1.7,8.6,3.1,,7.5,,,,1
용산천,2019,8,1회차,6.5,1.2,4.6,3.4,,2.6,,,,1
식지천,2019,8,1회차,6.9,2.1,9.5,8.4,,3.5,,,,0
구산천,2019,8,1회차,7.2,0.6,3.4,3.1,,7.9,,,,1
정동,2019,8,1회차,8.4,3.8,7.4,4.2,,9.4,,,,0
석성천2,2019,8,1회차,7.5,4.1,8.8,5.0,,7.4,,,,0
고막원천2-1,2019,8,2회차,6.9,2.5,9.0,7.9,,6.8,,,,0
병천천A,2019,8,3회차,7.5,1.2,6.5,4.3,,10.2,,,,1
C여천천,2019,8,1회차,7.9,3.7,6.3,3.8,,7.9,,,,0
영산호1,2018,1,13,7.6,0.5,5.3,3.5,,13.7,,,,1
감천2-1,2019,8,1회차,7.8,0.8,3.6,2.4,,9.5,,,,1
다사,2019,8,3회차,8.4,2.9,6.6,5.5,,7.9,,,,0
논공,2019,8,3회차,8.4,4.6,8.5,6.8,,9.0,,,,0
평창강3-1,2019,8,3회차,8.4,0.6,3.3,1.7,,9.3,,,,1
청미천3,2019,8,4회차,8.6,4.7,10.9,3.5,,11.1,,,,0
가양,2019,8,1회차,8.1,1.9,6.1,3.1,,8.2,,,,1
백천,2019,8,1회차,8.3,1.7,5.5,3.2,,11.3,,,,1
감천2-1,2019,8,2회차,7.3,0.7,3.8,,,7.5,,,,1
논공,2019,8,4회차,7.8,1.7,7.2,5.2,,6.7,,,,1
토평천2,2019,8,1회차,8.2,1.9,11.3,9.1,,8.0,,,,1
노량진,2019,8,4회차,7.7,1.9,5.9,2.9,,6.5,,,,1
곰나루,2019,8,4회차,8.1,3.4,8.7,3.7,,10.9,,,,0
공주2,2019,8,4회차,8.2,4.9,10.1,3.9,,12.3,,,,0
금강하구3,2019,8,1회차,8.0,3.8,10.3,3.7,,8.4,,,,0
삽교호1,2019,8,1회차,8.1,3.9,9.8,4.3,,6.7,,,,0
굴포천2,2019,8,2회차,6.5,1.9,6.4,3.5,,3.0,,,,1
청평,2019,8,4회차,8.5,1.7,4.7,2.4,,9.9,,,,1
영춘,2019,8,3회차,8.0,0.5,3.2,1.7,,8.5,,,,1
단성,2019,8,3회차,9.1,2.7,7.5,2.2,,13.1,,,,0
화포천,2019,8,2회차,7.6,1.6,7.2,,,5.2,,,,1
제원,2019,8,1회차,7.4,2.0,4.5,2.2,,8.9,,,,1
성동,2019,8,3회차,8.1,3.1,7.7,4.5,,7.7,,,,0
마산천,2019,8,1회차,8.0,5.3,14.1,5.6,,8.3,,,,0
용암,2019,8,1회차,8.7,3.3,7.1,5.1,,8.4,,,,0
황강1,2019,8,2회차,8.3,0.9,3.4,2.3,,9.2,,,,1
청미천1-1,2019,8,1회차,7.9,4.4,10.4,5.0,,7.5,,,,0
학의천,2019,8,2회차,7.6,1.3,5.1,3.3,,7.3,,,,1
영동천2,2019,3,1회차,8.0,1.2,3.4,2.0,,13.1,,,,1
석천,2019,3,1회차,8.3,1.4,4.0,2.1,,13.0,,,,1
경안천6,2020,2,1회차,8.4,1.2,5.0,2.8,,10.3,,,,1
청평댐2,2020,2,11,8.0,0.7,2.7,1.5,,13.6,,,,1
밀양댐1,2020,2,13,7.0,1.0,1.4,1.6,,10.9,,,,1
횡성댐2,2020,2,13,7.1,2.2,3.6,2.0,,9.2,,,,0
금호강6,2019,3,4회차,8.2,3.8,9.3,8.5,,12.4,,,,0
황강1,2019,3,4회차,7.8,1.3,3.7,3.4,,11.6,,,,1
대가천1,2020,2,3회차,7.4,0.3,2.6,2.0,,13.7,,,,1
사천천,2020,2,1회차,7.6,0.7,4.1,2.7,,11.5,,,,1
사천천,2020,2,2회차,7.6,1.2,3.9,2.9,,12.0,,,,1
오봉천,2020,2,1회차,7.4,0.3,1.3,0.7,,14.3,,,,1
임천,2020,2,1회차,7.1,0.3,2.1,1.4,,14.2,,,,1
양천-1,2020,2,2회차,8.5,1.6,3.4,2.7,,15.2,,,,1
신등천,2020,2,1회차,8.0,0.3,2.1,1.4,,15.8,,,,1
광려천1-1,2020,2,1회차,8.8,0.3,1.4,1.1,,14.0,,,,0
성덕,2020,2,2회차,7.2,0.7,2.2,1.5,,13.5,,,,1
소호천,2020,2,3회차,6.9,0.7,1.3,1.1,,11.4,,,,1
부일천,2020,2,1회차,7.7,0.3,3.2,2.2,,14.4,,,,1
동창천1,2020,2,1회차,7.8,0.4,2.4,1.6,,14.2,,,,1
탄천5,2019,3,1회차,7.2,8.0,7.5,5.4,,10.4,,,,0
천원천,2019,3,1회차,7.6,1.7,5.3,2.4,,12.0,,,,1
왕숙천-1,2019,3,4회차,8.3,1.2,2.4,1.5,,12.0,,,,1
초이천,2019,3,1회차,8.4,5.5,6.0,2.1,,13.4,,,,0
초이천,2019,3,3회차,8.1,3.3,4.9,3.5,,12.3,,,,0
망월천,2019,3,3회차,8.6,2.4,4.3,2.6,,14.1,,,,0
장진천,2019,3,3회차,8.5,3.2,7.1,4.5,,14.5,,,,0
신천1-1,2019,3,2회차,7.3,4.1,13.4,9.0,,7.7,,,,0
상곡천,2019,3,2회차,7.6,0.3,2.0,0.8,,12.0,,,,1
탐진강1,2019,3,1회차,7.7,0.8,5.0,2.5,,11.1,,,,1
위천1A,2019,3,2회차,7.1,1.5,5.6,4.2,,11.4,,,,1
청계천2,2019,3,1회차,8.0,1.2,1.7,1.4,,13.6,,,,1
성북천,2019,3,1회차,7.9,1.4,1.6,1.0,,13.3,,,,1
보청천3,2019,3,2회차,7.8,0.9,2.9,1.4,,11.9,,,,1
상곡천,2019,3,1회차,7.4,0.3,1.5,0.9,,12.4,,,,1
예당지3,2019,3,15,7.8,1.6,5.3,2.9,,8.0,,,,1
C천흥천,2019,3,1회차,7.7,1.7,9.9,5.2,,13.4,,,,1
약사천,2019,3,1회차,8.0,3.5,5.2,2.8,,11.6,,,,0
원심천,2019,3,2회차,7.8,1.0,1.5,1.3,,11.7,,,,1
원심천,2019,3,3회차,7.8,1.3,2.1,1.8,,11.7,,,,1
계양천,2019,3,4회차,7.3,6.5,8.1,4.9,,10.8,,,,0
무갑천,2019,3,3회차,7.8,0.6,2.2,1.8,,12.5,,,,1
청미천1-1,2019,3,4회차,8.0,2.8,5.8,3.6,,11.5,,,,0
복하천-1,2019,3,3회차,8.1,1.5,2.8,1.8,,13.9,,,,1
안양천3-2,2019,3,1회차,7.8,2.7,12.3,4.9,,12.5,,,,0
목감천-1,2019,3,3회차,7.6,6.8,8.8,7.0,,9.4,,,,0
청계천1,2019,3,1회차,8.2,1.6,1.8,1.4,,13.4,,,,1
이동지2,2019,3,1회차,7.7,1.7,4.1,3.0,,12.3,,,,1
정읍천2,2019,3,1회차,7.7,1.2,3.5,1.6,,13.3,,,,1
정읍천1,2019,3,1회차,7.8,0.7,2.8,1.3,,11.9,,,,1
구량천,2019,3,2회차,8.1,0.7,3.2,1.7,,11.3,,,,1
초이천,2019,3,2회차,8.2,5.0,5.6,4.6,,13.1,,,,0
중랑천-1,2019,3,3회차,6.9,1.3,4.6,3.2,,11.7,,,,1
양산천2,2019,6,1회차,8.5,2.1,6.7,3.5,,11.0,,,,0
도곡,2020,2,1회차,8.1,1.1,3.8,2.0,,13.7,,,,1
구리,2020,2,1회차,8.1,1.4,3.9,2.0,,13.9,,,,1
암사,2020,2,1회차,8.0,1.3,4.0,2.0,,13.4,,,,1
성덕댐,2020,2,11,7.4,0.3,5.2,3.1,,10.3,,,,1
김천부항댐,2020,2,11,7.3,0.6,4.2,2.5,,10.9,,,,1
김천부항댐,2020,2,13,7.2,0.7,4.2,2.6,,10.2,,,,1
청평댐3,2020,2,11,7.8,0.4,2.8,1.4,,13.6,,,,1
C구문천,2020,2,2회차,8.3,2.9,11.9,7.7,,10.2,,,,0
영주댐3,2020,2,11,8.1,1.1,8.1,3.2,,17.3,,,,1
C신천-1,2020,2,2회차,7.8,12.1,15.1,5.8,,9.8,,,,0
C영평천,2020,2,1회차,8.3,1.3,5.0,3.2,,14.7,,,,1
한탄강3,2020,2,1회차,8.3,1.0,3.6,1.9,,13.4,,,,1
한탄강3-1,2020,2,1회차,8.4,1.3,4.2,2.1,,13.9,,,,1
C옥구천,2020,2,1회차,8.2,3.3,3.8,3.7,,10.2,,,,0
덕천,2020,2,1회차,8.8,1.1,2.4,2.2,,13.7,,,,0
청평댐1,2020,2,11,7.9,0.7,2.9,1.4,,13.5,,,,1
목행대교,2020,2,2회차,8.3,0.9,2.5,,,12.7,,,,1
쌍촌,2020,2,1회차,8.3,0.9,2.4,2.7,,13.2,,,,1
풍산천,2020,2,1회차,7.8,0.5,3.3,2.3,,14.4,,,,1
광산천,2020,2,2회차,8.3,0.7,2.6,2.0,,14.3,,,,1
선산,2020,2,2회차,7.6,2.1,4.8,3.8,,14.2,,,,0
한천-2,2020,2,1회차,7.6,1.2,5.0,3.4,,12.0,,,,1
구미,2019,3,2회차,7.9,3.0,5.8,4.9,,13.8,,,,0
대청댐,2019,3,3회차,7.8,0.5,4.1,2.5,,12.2,,,,1
유등천A,2019,3,1회차,8.0,0.8,2.4,1.0,,12.6,,,,1
대관대천,2019,3,1회차,7.5,0.4,1.1,1.1,,10.6,,,,1
용전천2,2019,3,3회차,8.3,0.8,3.1,2.7,,13.2,,,,1
추풍령천,2020,2,1회차,8.2,0.6,3.2,1.9,,15.6,,,,1
석문동천,2020,2,1회차,8.5,0.5,2.1,1.0,,16.5,,,,1
석곡천,2020,2,2회차,6.9,1.4,2.9,1.5,,9.3,,,,1
죽령천,2020,2,1회차,8.5,0.7,1.7,1.0,,13.9,,,,1
요도천,2020,2,1회차,8.2,0.5,3.5,1.9,,14.5,,,,1
보청천1,2020,2,1회차,8.1,0.2,1.4,0.8,,15.1,,,,1
청통천,2020,2,2회차,7.5,1.4,4.3,3.0,,12.6,,,,1
부기천,2020,2,2회차,8.2,1.1,7.3,5.6,,13.1,,,,1
하빈천,2020,2,3회차,6.9,4.7,7.7,6.7,,10.1,,,,0
신천1-1,2019,3,3회차,7.5,6.2,15.0,10.7,,8.8,,,,0
수동천,2019,3,1회차,9.2,0.3,2.5,1.1,,12.9,,,,0
제원A,2019,3,2회차,7.7,1.1,4.4,2.2,,12.2,,,,1
금상천,2019,3,1회차,8.1,0.3,2.1,1.3,,16.6,,,,1
광산천1,2019,3,4회차,7.7,1.4,3.9,3.8,,12.7,,,,1
연초천-1,2019,3,1회차,7.8,0.9,3.8,1.5,,12.1,,,,1
서낙동강1,2019,3,1회차,9.0,6.3,8.8,3.9,,13.0,,,,0
금호호1,2019,8,13,8.4,0.8,6.8,4.7,,7.0,,,,1
영산포,2019,8,1회차,9.0,4.8,8.6,5.1,,10.1,,,,0
영산포,2019,8,4회차,7.3,2.0,7.8,5.2,,8.6,,,,1
옹포천,2019,8,1회차,7.9,0.3,1.4,0.8,,9.4,,,,1
하동,2019,8,4회차,7.8,0.3,4.6,3.2,,9.3,,,,1
부리,2019,8,1회차,8.1,0.8,4.6,2.6,,8.2,,,,1
천진호,2019,8,1회차,8.7,1.5,3.7,4.7,,6.4,,,,0
한천-1,2020,2,2회차,7.7,0.9,2.9,2.0,,13.8,,,,1
음성천,2020,2,1회차,8.1,0.7,2.9,1.5,,14.8,,,,1
만봉천,2019,8,3회차,7.1,1.4,6.1,5.5,,8.2,,,,1
여주2,2019,8,2회차,8.9,1.1,5.0,3.0,,11.4,,,,0
오산천1-1,2019,8,2회차,7.3,2.0,6.1,3.8,,6.6,,,,1
창녕,2019,8,1회차,9.0,2.4,6.2,4.0,,11.3,,,,0
거창위천2,2019,8,1회차,7.8,1.4,4.2,1.9,,9.5,,,,1
구미,2019,8,2회차,8.4,3.8,6.5,4.9,,10.1,,,,0
옴천천-1,2019,8,3회차,6.8,0.6,4.3,2.4,,11.1,,,,1
청미천,2019,8,3회차,7.6,3.6,7.4,4.0,,8.8,,,,0
동창천1,2019,3,2회차,7.9,0.6,2.8,2.4,,13.9,,,,1
동창천1,2019,3,4회차,7.7,1.1,3.6,3.0,,11.8,,,,1
골포천,2019,3,4회차,7.5,0.4,2.9,2.7,,11.4,,,,1
회룡천,2019,3,3회차,7.6,0.9,3.5,3.3,,11.2,,,,1
감천2-1,2019,3,1회차,8.0,1.4,3.9,,,12.4,,,,1
노량진,2019,3,2회차,7.7,2.7,5.9,3.1,,11.6,,,,0
남지,2019,3,4회차,8.7,1.5,6.8,3.3,,14.5,,,,0
구포,2019,3,4회차,8.1,2.0,6.8,3.2,,11.7,,,,1
학성,2019,3,4회차,8.4,1.6,5.4,2.3,,11.8,,,,1
대청,2019,3,3회차,7.8,0.8,4.3,2.6,,13.1,,,,1
주천강1,2019,3,1회차,7.7,1.0,2.1,2.7,,11.9,,,,1
평창강2,2019,3,1회차,8.2,1.4,2.5,3.3,,10.6,,,,1
영강2-1,2019,3,3회차,7.3,1.5,3.4,3.0,,11.7,,,,1
감천1A,2019,3,1회차,7.9,1.5,4.3,3.7,,12.0,,,,1
감천1A,2019,3,4회차,8.0,1.5,4.6,4.5,,9.7,,,,1
담양댐2,2019,3,11,7.6,0.1,2.5,1.5,,13.3,,,,1
영암호1,2019,3,13,7.6,0.5,5.0,3.4,,11.8,,,,1
금호강6,2019,3,2회차,8.3,7.4,10.3,9.0,,12.3,,,,0
고삼지2,2019,3,1회차,7.8,2.2,5.7,4.5,,13.2,,,,0
북하천,2019,8,4회차,6.5,0.3,3.0,1.6,,8.2,,,,1
의암댐,2020,2,3회차,9.1,1.0,2.5,1.9,,13.2,,,,0
주암댐2,2020,2,15,7.5,0.5,2.5,1.7,,10.9,,,,1
달방댐,2020,2,13,7.5,0.9,3.3,2.1,,18.1,,,,1
대암댐1,2020,2,11,7.7,1.0,4.2,2.6,,11.0,,,,1
대암댐2,2020,2,15,7.6,1.0,4.1,2.6,,10.0,,,,1
논산천2,2020,2,1회차,9.4,2.5,3.2,1.5,,13.9,,,,0
장검천,2020,2,1회차,8.0,2.9,5.0,2.7,,13.3,,,,0
중랑천2,2019,3,1회차,7.4,2.9,6.8,4.2,,12.2,,,,0
석곡천,2019,3,3회차,6.7,2.4,3.4,2.9,,9.7,,,,0
용산천,2019,3,1회차,7.5,1.3,3.8,3.4,,8.9,,,,1
진원천,2019,3,1회차,7.7,1.3,3.7,2.7,,10.2,,,,1
대촌천,2019,3,2회차,7.5,3.9,6.6,5.6,,10.9,,,,0
감천1,2019,3,1회차,7.3,1.4,3.2,2.2,,12.4,,,,1
공촌천,2019,3,1회차,8.7,1.7,6.6,3.1,,10.9,,,,0
백천,2020,2,3회차,7.2,1.8,4.3,,,11.3,,,,1
다사,2020,2,2회차,8.5,3.3,6.7,5.5,,15.5,,,,0
다사,2020,2,3회차,7.3,3.2,7.5,6.2,,15.0,,,,0
덕곡,2020,2,1회차,8.0,3.3,6.4,4.7,,15.4,,,,0
토평천2,2020,2,3회차,8.8,8.9,13.3,,,12.4,,,,0
주천강,2020,2,2회차,7.7,4.3,7.7,6.2,,12.4,,,,0
백천-1,2020,2,3회차,7.1,0.8,3.6,2.5,,12.6,,,,1
덕현,2020,2,2회차,7.8,0.2,0.7,0.5,,14.8,,,,1
노량진,2020,2,2회차,8.0,1.8,4.7,2.7,,13.3,,,,1
굴포천2,2020,2,3회차,6.8,1.5,7.1,4.7,,9.6,,,,1
백천,2019,3,4회차,8.4,2.3,5.3,3.1,,11.3,,,,0
미호천1-1,2019,3,1회차,7.6,4.3,7.3,5.0,,11.8,,,,0
경안천2A,2019,3,2회차,7.8,3.3,5.4,5.0,,14.2,,,,0
경안천2A,2019,3,4회차,7.8,2.0,5.0,3.0,,12.1,,,,1
